profile_id_dummy,education_institute,degree_name,start_year_degree,end_year_degree,profile_category
DataScience_81,Rice University,"Master's degree, statistics",2017,2019,DataScience
DataScience_81,Shanghai University of International Business and Economics,"Bachelor of Science - BS, Applied Statistics",2013,2017,DataScience
DataScience_82,California State Polytechnic University-Pomona,"Bachelors of Science, Mechanical Engineering",1900,1900,DataScience
DataScience_82,University of Wisconsin-Madison,"Master of Science (MSc), Manufacturing Systems Engineering",1900,1900,DataScience
DataScience_83,Esade,Exchange Program,2013,2013,DataScience
DataScience_83,University of Illinois Urbana-Champaign,"Master's degree, Data science and analytics",2018,2020,DataScience
DataScience_83,Tongji University,"Bachelor's degree, Engineering/Industrial Management",2010,2014,DataScience
DataScience_84,Flatiron School,Data Science,1900,1900,DataScience
DataScience_84,Purdue University,"Bachelor of Science - BS, Analytics",1900,1900,DataScience
DataScience_85,Nova Southeastern University,"Doctor of Philosophy (PhD), Natural Language Processing",1900,1900,DataScience
DataScience_85,Indira Gandhi National Open University,"MBA, Operations Research",1900,1900,DataScience
DataScience_85,Manonmaniam Sundaranar University,"Master of Computer Applications - MCA, Computational and Applied Mathematics",1900,1900,DataScience
DataScience_87,Stony Brook University,"Bachelor of Science (BS), Applied Mathematics and Statistics; Economics",2014,2017,DataScience
DataScience_87,Columbia University,"Master's degree, Statistics",2017,2019,DataScience
DataScience_88,Udacity,Machine Learning Engineer Nanodegree,2020,2020,DataScience
DataScience_88,The University of Texas at Dallas,"Master of Science - MS, Business Analytics",2018,2020,DataScience
DataScience_88,G H Patel College of Engineering & Technology,"Bachelor of Engineering - BE, Electronics and Communication",2009,2013,DataScience
DataScience_89,"Indian Institute of Management, Indore","Master of Business Administration (M.B.A.), Marketing",2013,2014,DataScience
DataScience_89,"IIEST, Shibpur","Bachelor of Engineering (B.E.), Mining and Mineral Engineering",2004,2007,DataScience
DataScience_89,Texas McCombs School of Business,Advanced Business Analytics,2014,2014,DataScience
DataScience_90,fast.ai,Deep Learning,2017,2018,DataScience
DataScience_90,National Institute of Technology Warangal,"Bachelor's Degree, Electrical and Electronics Engineering",2008,2012,DataScience
DataScience_91,Columbia University,"MS, Data Science",2018,2019,DataScience
DataScience_91,Banasthali Vidyapith,Bachelor of computer Applications,2009,2012,DataScience
DataScience_91,Jawaharlal Nehru University,"Master of Computer Applications (MCA), Computer Science",2012,2015,DataScience
DataScience_92,"DAV Group of Schools (TNAES), Chennai","Primary to Higher Secondary, Science (Biology)",2003,2013,DataScience
DataScience_92,The University of Texas at Dallas,"Master of Science - MS, Management Information Systems, General",2019,2021,DataScience
DataScience_92,Anna University,"Bachelor's degree, Electrical and Electronics Engineering",2013,2017,DataScience
DataScience_93,"University of California, Davis","Doctor of Philosophy (Ph.D.), Biostatistics",2012,2017,DataScience
DataScience_93,California State University Channel Islands,"Bachelor's degree, Mathematics",2008,2010,DataScience
DataScience_94,Pontifícia Universidade Católica do Rio de Janeiro,"Graduate, Business Administration and Management, General",1994,1997,DataScience
DataScience_94,Pontifícia Universidade Católica do Rio de Janeiro,"Master of Science, Business Administration",2004,2006,DataScience
DataScience_94,Ibmec,"Master of Business Administration (MBA), Banking, Corporate, Finance, and Securities Law",1998,2000,DataScience
DataScience_95,University of Illinois Springfield,"Master of Science (MS), Management Information Systems (MIS)",2011,2012,DataScience
DataScience_95,The Institution of Engineers India,"Bachelor’s Degree, Numerical programming and Fortran",1992,1996,DataScience
DataScience_96,New York University,"Master of Science (M.S.), Data Science",2014,2016,DataScience
DataScience_96,Brandeis University,"Bachelor of Arts (B.A.), Economics and Mathematics",2010,2014,DataScience
DataScience_97,"Indian Institute of Technology, Indore","Bachelor of Technology (B.Tech.), Electrical Engineering",2010,2014,DataScience
DataScience_97,University of Cincinnati Carl H. Lindner College of Business,"Master of Science - MS, Business Analytics",2017,2018,DataScience
DataScience_98,careers for Thrikkakkara,"Bachelor of Technology (B.Tech.), Electronics and Communications Engineering",2006,2010,DataScience
DataScience_98,University of Connecticut School of Business,"Master of Science (MS), Business Analytics and Project Management",2017,2018,DataScience
DataScience_99,George Mason University,"Masters in Data Analytics Engineering, Data Science",2016,2018,DataScience
DataScience_99,"University of Engineering and Technology, Taxila","Bachelor of Science (B.S.), Computer Science",2012,2016,DataScience
DataScience_100,"Indian Institute of Technology, Bombay","Bachelor of Technology (BTech), Computer Science and Engineering",2009,2013,DataScience
DataScience_101,"Indian Institute of Technology, Roorkee","Bachelor of Technology (B.Tech.), Chemical Engineering",2003,2007,DataScience
DataScience_101,Oklahoma State University,"Masters Degree, Business Analytics and Data Sciences",1900,1900,DataScience
DataScience_102,Bal Bharati Public School,"12th Grade, Science",1990,1997,DataScience
DataScience_102,"Indian Institute of Technology, Kanpur","B. Tech., Chemical Engineering",1998,2002,DataScience
DataScience_102,University of Florida,"Ph.D., Chemical Engineering",2002,2007,DataScience
DataScience_103,Electrical and computer Engineering,"Doctor of Philosophy (PhD), Deep Learning",2018,2022,DataScience
DataScience_103,Addis Ababa University,"Master of Science (M.S.), Mathematics (Combinatorics)",2009,2012,DataScience
DataScience_103,Oklahoma State University,"Master of Science (M.S.), Electrical and Computer Engineering",2014,2016,DataScience
DataScience_104,The George Washington University,"MS, Computer Science",2001,2003,DataScience
DataScience_104,The George Washington University,"MA, Physics",1999,2001,DataScience
DataScience_104,Shanghai Jiao Tong University,"BS, Applied Physics",1988,1992,DataScience
DataScience_105,Stanford University,"Graduate Certificate in Data Mining (High Honours), Statistics",1900,1900,DataScience
DataScience_105,University of Vermont,"Doctor of Philosophy (Ph.D.) (ABD), Mechanical Engineering",1900,1900,DataScience
DataScience_105,The Johns Hopkins University,"Master of Science (M.S.) with Honors, Data Science",1900,1900,DataScience
DataScience_106,University at Buffalo,"Ph.D., Chemical and Biological Engineering",2001,2008,DataScience
DataScience_106,Xiamen University,"MS, Chemical Engineering",1998,2001,DataScience
DataScience_106,Xiamen University,"BE, Chemical Engineering",1994,1998,DataScience
DataScience_107,Capella University,"Master’s Degree, Information Technology - Enterprise Software Architecture",2009,2015,DataScience
DataScience_107,The George Washington University,"Graduate Certificate, Project Management",2004,2006,DataScience
DataScience_107,University of Wisconsin-La Crosse,"Master’s Degree, Data Science",2016,2021,DataScience
DataScience_108,University of Oklahoma,"Master of Science (MS), Computer Science",2004,2005,DataScience
DataScience_108,Dartmouth College,"PhD Student, Computer Science",2005,2006,DataScience
DataScience_108,Duke University,"Doctor of Philosophy (PhD), Computer Science",2006,2012,DataScience
DataScience_109,Maharaja Surajmal Institute Of Technology msitnewdelhi,"Bachelor of Technology (BTech), Information Technology",2016,2019,DataScience
DataScience_109,Illinois Institute of Technology,"Master's degree, Data science",2022,2023,DataScience
DataScience_110,University of Michigan,"Master's degree, Industrial and Operations Engineering",2004,2007,DataScience
DataScience_110,University of Michigan,"MA, Statistics",2006,2009,DataScience
DataScience_110,University of Michigan,"PhD, Industrial Engineering and Mechanical Engineering",2004,2010,DataScience
DataScience_111,Michigan State University,"Master of Science (MS), Computer Science and Engineering",1900,1900,DataScience
DataScience_111,"Indian Institute of Technology, Kharagpur","Bachelor of Technology (BTech), Computer Science",1900,1900,DataScience
DataScience_112,Bengal College of Engineering and Technology,"Bachelor of Technology (B.Tech.), Electronics and Commu",2008,2012,DataScience
DataScience_112,University of Southern California,"Master of Science (MS), Computer Science",2014,2015,DataScience
DataScience_113,West Virginia University,"Doctor of Philosophy (Ph.D.), Engineering",2010,2014,DataScience
DataScience_113,West Virginia University,"Master of Science (MSc), Petroleum and Natural Gas Engineering",2010,2012,DataScience
DataScience_113,Sharif University of Technology,"Bachelor of Science (BSc), Petroleum Engineering",2005,2010,DataScience
DataScience_114,University at Buffalo,"Master's degree, Geography",2000,2000,DataScience
DataScience_114,Clark University,"Bachelor's degree, Geography",1992,1996,DataScience
DataScience_115,The Ohio State University,"Doctor of Philosophy (Ph.D.), Statistics",2012,2017,DataScience
DataScience_115,Fudan University,"B.S., Mathematics",2012,2012,DataScience
DataScience_116,University of Delaware,"Doctor of Philosophy (Ph.D.), Bioinformatics and Systems Biology",1900,1900,DataScience
DataScience_116,Louisiana State University,Masters,1900,1900,DataScience
DataScience_117,New York University,"Master's degree, Computer Engineering",2019,2020,DataScience
DataScience_117,Delhi College of Engineering,"Bachelor of Technology, Electronics and Communication with specialization in Applied Physics",2015,2019,DataScience
DataScience_117,"Frank Anthony Public School,New Delhi",,2001,2015,DataScience
DataScience_118,Penn State University,"Ph.D., Computer Engineering",2014,2014,DataScience
DataScience_118,Dalhousie University,"BE, Electrical Engineering",2004,2004,DataScience
DataScience_119,Dhirubhai Ambani Institute of Information and Communication Technology,"Bachelor of Technology (B.Tech.), ICT (Information And Communication Technology)",2006,2010,DataScience
CTO_0,Carnegie Mellon University,"Bachelor of Science - BS, Electrical and Computer Engineering",1900,1900,CTO
CTO_0,Carnegie Mellon University,"Bachelor of Science - BS, Computer Science",1900,1900,CTO
CTO_1,University of Arkansas,"Doctor of Philosophy - PhD, Industrial Engineering",2016,2021,CTO
CTO_1,The University of Manchester,"BSc, Mathematics and Management Science",1987,1990,CTO
CTO_1,London Business School,"MBA, Business Administration / Analytics",1997,1999,CTO
CTO_2,Webster University,"Master of Business Administration (MBA), Business Administration and Management, General",2005,2006,CTO
CTO_2,Loyola College,,1900,1900,CTO
CTO_2,"Aptech Computer Education, Chennai, India","Higher Diploma, Computer Software Engineering",1994,1996,CTO
CTO_13,Ecole normale supérieure,"Visiting Student, Mathematics",2006,2006,CTO
CTO_13,Princeton University,"PhD, Computer Science",2006,2011,CTO
CTO_13,Chennai Mathematical Institute,"BSc, Mathematics",2003,2006,CTO
CTO_14,University of Alabama at Birmingham,"BSME, Mech. Engineering",2003,2007,CTO
CTO_14,University of Alabama at Birmingham,"Doctor of Philosophy (PhD), Civil Engineering",2011,2015,CTO
CTO_14,University of Alabama at Birmingham,"MSME, Mech. Engineering",2008,2011,CTO
CTO_15,Queens College,,1900,1900,CTO
CTO_16,Delhi College of Engineering,"Bachelor of Engineering, Electrical Engineering",1994,1998,CTO
CTO_16,"Indian Institute of Management, Calcutta","MBA, Finance and Management of Information Technology",1998,2000,CTO
CTO_17,"University of Nevada, Reno","MS, Computer Science",2009,2010,CTO
CTO_17,Boğaziçi University,"BS, Computer Engineering",2004,2009,CTO
CTO_17,"University of Nevada, Reno","PhD, Computer Science and Engineering",2009,2012,CTO
CTO_18,"University of California, Berkeley","BS, Chemistry",1983,1985,CTO
CTO_18,Stanford University,"PhD, Physical Chemistry",1985,1990,CTO
CTO_19,"Indian Institute of Technology, Kanpur","Bachelor's Degree, Electrical Engineering",2011,2015,CTO
CTO_20,Cornell University,"Certificate, Executive Leadership",2020,2021,CTO
CTO_20,Università degli Studi di Palermo,"Doctor of Philosophy - PhD, Machine Learning and Robotics",1900,1900,CTO
CTO_21,Harvard Business School,"Maximizing Your Leadership Potential (MYLPI), Organizational Leadership",2017,2017,CTO
CTO_21,University of Virginia,Masters in Data Science,2020,2021,CTO
CTO_21,Virginia Tech - Pamplin College of Business,"Master of Business Administration (M.B.A.), Finance, General",2002,2004,CTO
CTO_22,University of Calgary,"Bachelor of Science, Computer Science, Applied Mathematics, Applied Physics",1994,2000,CTO
CTO_22,Boston University,"Master of Science, Computer Science",2006,2009,CTO
CTO_23,California State Polytechnic University-Pomona,"Bachelor of Science, Electronics and Computer Engineering",1900,1900,CTO
CTO_24,The University of Chicago Booth School of Business,"MBA, Finance, Strategy",2002,2002,CTO
CTO_24,University of Cincinnati,"MS, Electrical Engineering",1994,1994,CTO
CTO_24,Andhra University,"BE, Electrical Engineering",1991,1991,CTO
CTO_25,UC Santa Barbara,"Master’s Degree, Electrical and Electronics Engineering",2015,2017,CTO
CTO_25,KU Leuven,"Bachelor’s Degree, Electrical and Electronics Engineering",2012,2015,CTO
CTO_26,Ansal Institute of Technology,"Advanced Diploma, Computer Science",2008,2010,CTO
CTO_26,North Dakota State University,"BS, Computer Science",2010,2012,CTO
CTO_26,North Dakota State University,Master of Business Administration - MBA,2013,2014,CTO
CTO_27,Rensselaer Polytechnic Institute - The Lally School of Management,"Bachelors of Science, Management",1988,1988,CTO
CTO_27,Hudson Valley Community College,"Associate in Science, Liberal Arts and Sciences",1987,1987,CTO
CTO_27,The Bronx High School of Science,,1980,1984,CTO
CTO_28,University of Madras,"B.E, Computer Science and Engineering",1994,1998,CTO
CTO_29,Orta Doğu Teknik Üniversitesi / Middle East Technical University,,1900,1900,CTO
CTO_29,Northwestern University,"Doctor of Philosophy - PhD, Computer Science",1900,1900,CTO
CTO_30,Purdue University,"Master of Science (MS), MIS & Statistics",1900,1900,CTO
CTO_30,University of Delaware,"Post-grad Coursework, Computer Science",1900,1900,CTO
CTO_30,Georgetown University,"Bachelor of Science (BS), Double Major: MIS, Computer Science Double Minor: Government, International Business",1900,1900,CTO
CTO_31,DePaul University College of Law,"JD, Certificate in Intellectual Property Law",2003,2006,CTO
CTO_31,DePaul University,"MS, Computer Science (Data Analytics, Algorithms, Bioinformatics)",2004,2006,CTO
CTO_31,The Ohio State University,"BA, Psychology, Political Science",1999,2003,CTO
CTO_32,"Indian Institute of Technology, Delhi",Bachelor of Technology,1900,1900,CTO
CTO_32,University of Illinois Chicago,"Master of Science - MS, Chemical Engineering",1900,1900,CTO
CTO_32,University of Illinois Chicago,"Master of Science - MS, Computer Science",1900,1900,CTO
CTO_33,"University of California, Berkeley","Doctor of Philosophy (Ph.D.), Mechanical Engineering",1900,1900,CTO
CTO_33,"Indian Institute of Technology, Madras",Mechanical Engineering,1900,1900,CTO
CTO_34,New Jersey Institute of Technology,"BS, Computer Science",1980,1985,CTO
CTO_36,Texas A&M University,,1979,1981,CTO
CTO_37,College of Southern Nevada,"Computer Science, Computer Science",2007,2009,CTO
CTO_37,MITx Courses,"MicroMasters, Logistics, Materials, and Supply Chain Management",2018,2022,CTO
CTO_37,Bonanza High School,,2001,2005,CTO
CTO_38,Carnegie Mellon University,"Ph.D., Computer Engineering",1990,1994,CTO
CTO_38,Carnegie Mellon University,"Bachelor's degree, Computer Engineering",1985,1989,CTO
CTO_38,Rensselaer Polytechnic Institute,"Master's degree, Computer and Systems Engineering",1989,1990,CTO
CTO_39,University of Rajasthan,"Bachelor of Science (B.Sc.), Science",1992,1995,CTO
CTO_39,Wharton Online,"Leadership in the 21st Century, Organizational Leadership",1900,1900,CTO
CTO_39,Savitribai Phule Pune University,"Master of Computer Applications (MCA), Computer Science",1995,1997,CTO
CTO_40,Dickinson College,"BS, Computer Science and Mathematics",1900,1900,CTO
CTO_40,University of Minnesota,"MS, Computer Science",1900,1900,CTO
CTO_41,The Wharton School,"MBA, Entrepreneurship",2010,2012,CTO
CTO_41,The Wharton School,,2010,2012,CTO
CTO_41,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Bachelor of Technology,1992,1996,CTO
CTO_42,Bharathidasan University,"BE, Computer Science Engineering",1987,1991,CTO
CTO_42,University of Phoenix,"Master of Business Administration (MBA), Technology management",1997,1999,CTO
CTO_43,Centre for Development of Advanced Computing (C-DAC),"Postgraduate Degree, Computer Science; Computer Science",2005,2005,CTO
CTO_43,Dr. A.P.J. Abdul Kalam Technical University,Bachelor of Technology (BTech),2000,2004,CTO
CTO_44,School # 30,,1979,1989,CTO
CTO_44,Pace University,"BBA, Management Information Systems",1992,1994,CTO
CTO_44,New York University - Polytechnic School of Engineering,"MS, Information Systems Engineering",1996,1998,CTO
CTO_45,San Diego State University,"MBA, Management - International",1900,1900,CTO
CTO_45,San Diego State University,"BS, Information Technologies - Minor: Computer Science",1900,1900,CTO
CTO_46,Acharya Nagarjuna University,"Bachelor of Technology - BTech, Mechanical Engineering",1900,1900,CTO
CTO_47,Georgetown University,"Master's degree, Security Studies - Technology & Security",2018,2020,CTO
CTO_47,NATO SCHOOL OBERAMMERGAU,"Certification, CBRN Defense Orientation Course, International Law of Cyber Operations Seminar",2013,2013,CTO
CTO_47,Harvard University,"Bachelor's degree, Political Science and Government",2010,2015,CTO
CTO_48,BIT Mesra Student-Industry Relations Cell,Bachelor of Engineering - BTech,1900,1900,CTO
CTO_49,"Indian Institute of Management, Lucknow","PGDM for Working Executives, Finance & Marketing",2005,2008,CTO
CTO_49,Aligarh Muslim University,"B.Tech, Electronics",1997,2001,CTO
CTO_50,"University of California, Los Angeles",B.A. Design,1991,1995,CTO
CTO_51,Indian Institute of Science (IISc),"MTech - Systems Design, Electronics",2006,2008,CTO
CTO_51,Sainik School Bijapur,"CBSE XII, Science",1995,2002,CTO
CTO_51,National Institute of Technology Surat,"BE, Electronics",2002,2006,CTO
CTO_52,The University of Texas at Dallas,"BS, Physics",1900,1900,CTO
CTO_52,The University of Texas at Dallas,"BS, Mathematics",1900,1900,CTO
CTO_53,Rice University,"Phd, Computer Science",1995,2000,CTO
CTO_53,Rice University,"MS, Computer Science",1995,1997,CTO
CTO_53,"Indian Institute of Technology, Delhi","B.Tech., Computer Science and Engineering",1991,1995,CTO
CTO_54,PSG College of Technology,"B.E.,, Computer Science",1993,1997,CTO
CTO_54,"Birla Institute of Technology and Science, Pilani","M.S, Computer Science",1999,1999,CTO
CTO_54,Harvard Business School Executive Education,"Leading Transformative Change, Business Administration and Management, General",2017,2017,CTO
CTO_57,Università degli Studi di Firenze,"Economia e Commercio, Artificial Intelligence",1992,1997,CTO
CTO_57,Università degli Studi di Firenze,"Laurea, Economics",1989,1997,CTO
CTO_58,Stanford University,"M.S., Statistics",1900,1900,CTO
CTO_58,Stanford University,"PhD, Statistics & Psychological Studies (Focus: Machine Learning)",1900,1900,CTO
CTO_58,University of Nebraska-Lincoln,"MA, Quantitative and Qualitative Methods",1900,1900,CTO
CTO_59,The Ohio State University,"Doctor of Philosophy (PhD), Genetics algorithm, modeling, super computing",1986,1990,CTO
CTO_60,Startup Leadership Program,"Fellow, Entrepreneurship",2010,2011,CTO
CTO_60,Motilal Nehru National Institute Of Technology,"B.Tech, Civil Engg.",2002,2006,CTO
CTO_60,Boys High School and College,,1989,2000,CTO
CTO_61,Leeds Beckett University,Computer Science,1900,1900,CTO
CTO_62,University of Illinois System,"Doctor of Philosophy (Ph.D.), Computer Science, Artificial Intelligence, Software Engineering, Software Architecture",2010,2014,CTO
CTO_62,Northwestern University - Kellogg School of Management,"Executive Scholar Program, ""General Management"",""Technology & Operations"",""Financial Management"",""Marketing & Sales Management""",2004,2010,CTO
CTO_62,Northwestern University,"Master of Engineering Management (MEM), Engineering Management, Operations Management",2004,2007,CTO
CTO_63,Cardiff University / Prifysgol Caerdydd,"Bachelor of Science (BSc), Economics",2002,2005,CTO
CTO_63,Cardiff University / Prifysgol Caerdydd,"MBA, Masters in Business Administration",2006,2008,CTO
CTO_64,n.k. public school,,2001,2005,CTO
CTO_65,Vanderbilt University - Owen Graduate School of Management,"Mangement Leadership Program , Organizational Leadership",2019,2019,CTO
CTO_65,Bangalore University,"Bachelor of Engineering - BE, Computer Science Engineering",1991,1995,CTO
CTO_66,Harvard Business School,,1900,1900,CTO
CTO_66,Cabrillo College,Electronics,1981,1983,CTO
CTO_67,Cleveland State University,Management Information Systems and Services,1900,1900,CTO
CTO_67,The Ohio State University,Electrical and Electronics Engineering,1900,1900,CTO
CTO_68,Athens,,1989,1992,CTO
CTO_68,University of North Carolina Wilmington,"BS, Business Systems",1992,1996,CTO
CTO_69,Centre College,"BS, Computer Science",2003,2007,CTO
CTO_70,St. John's University,"BS, Computer Science",1986,1990,CTO
CTO_71,North Carolina State University,"Bachelor's Degree, Computer Engineering",1998,2002,CTO
CTO_72,University of Central Oklahoma,"Bachelor of Science (B.S.), Computer Science",1900,1900,CTO
CTO_73,Columbia Engineering,"M.S., Computer Science",2006,2007,CTO
CTO_73,Sardar Patel Vidyalaya,,1993,1999,CTO
CTO_73,Savitribai Phule Pune University,"B.E., Computer Engineering",1999,2003,CTO
CTO_74,Rensselaer Business School- The Lally School of Management and Technology,Master of Business Administration,1900,1900,CTO
CTO_74,Madurai Kamaraj University,"Bachelor’s Degree, Engineering, Computer Science",1900,1900,CTO
CTO_75,NYU Stern School of Business,"MBA, Information Technology",1988,1992,CTO
CTO_75,Fox School of Business at Temple University,"BBA, Economics",1981,1983,CTO
CTO_75,Stanford University,"Director's Consortium, Executive Education for Public Board Members",2016,2016,CTO
CTO_76,"University of California, Los Angeles","Bachelor of Arts, Economics with Honors: Alumni Scholar, Chancellor's Marshall",1900,1900,CTO
CTO_77,Pakistan Navy Engineering College,"B.S, Electrical Engineering",1900,1900,CTO
CTO_77,Oklahoma State University,"M.S., M.B.A, Electrical and Computer Engineeirng",1900,1900,CTO
CTO_78,Massachusetts Institute of Technology,"MIT ENTREPRENEURSHIP ONLINE BOOTCAMP, Entrepreneurship/Entrepreneurial Studies",2018,2018,CTO
CTO_78,OUBC,,1900,1900,CTO
CTO_78,St Thomas Residential School,,1990,1995,CTO
CTO_79,Miami University,"B.S., Systems Analysis",1982,1986,CTO
CTO_80,Tsinghua University,"B.S., Electrical Engineering",1900,1900,CTO
CTO_80,Princeton University,"Ph.D., Electrical Engineering",1900,1900,CTO
CTO_81,Rice University,"PhD, Computer Science",1987,1992,CTO
CTO_83,Carnegie Mellon University,"MS, Software Engineering",1993,1994,CTO
CTO_83,University of Buenos Aires,Licenciado en Analisis de Sistemas,1985,1989,CTO
CTO_84,University of New Orleans,"BS, MS, Computer Science",1900,1900,CTO
CTO_85,The Ohio State University,"M.S., Computer Science",1992,1993,CTO
CTO_85,University of Illinois Urbana-Champaign,Computer Science,1993,1994,CTO
CTO_85,"Birla Institute of Technology and Science, Pilani","B.E. (Hons.), Computer Science",1988,1992,CTO
CTO_86,Harvard Business School Executive Education,"Executive Program, Entrepreneurship/Entrepreneurial Studies",2002,2003,CTO
CTO_86,GE Crotonville,"BMC , International Business",2014,2014,CTO
CTO_86,MIT Sloan School of Management,Computer Science and Artificial Intelligence Laboratory and Leading Sustainable Systems,2016,2019,CTO
CTO_87,University of Pittsburgh,"BS in CS, majored in Computer Science ; minors in Math and Studio Arts",1983,1987,CTO
CTO_88,Seattle University,"Master's Degree, Computer Software Engineering",1989,1992,CTO
CTO_88,Western Washington University,"Bachelor's Degree, Business Administration and Management, General",1980,1986,CTO
